ocd_prop_id,calaccess_prop_id,ccdc_prop_id,prop_name,ccdc_committee_id,calaccess_committee_id,committee_name,committee_position
ocd-contest/cad98dde-416b-4cb3-8565-c1e8079511b3,1381268,81,PROPOSITION 062- DEATH PENALTY. INITIATIVE STATUTE.,450,1317554,"SAN FRANCISCO POLICE OFFICERS ASSOCIATION ISSUES PAC - YES ON 66, NO ON 62",OPPOSE
ocd-contest/cad98dde-416b-4cb3-8565-c1e8079511b3,1381268,81,PROPOSITION 062- DEATH PENALTY. INITIATIVE STATUTE.,451,1390529,VOLUNTEERS FOR YES ON 62,SUPPORT
ocd-contest/e02dc48a-2ed3-4a87-859b-26c90f0539e7,1381803,82,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,452,1382067,"COALITION FOR CIVIL LIBERTIES - NO ON 63, A PROJECT OF CALIFORNIA RIFLE & PISTOL ASSOCIATION",OPPOSE
ocd-contest/e02dc48a-2ed3-4a87-859b-26c90f0539e7,1381803,82,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,453,1380746,"STOP PROP 63, A GRASSROOTS, COMMON-SENSE EFFORT FOR RATIONAL POLICY SPONSORED BY FIREARMS POLICY COALITION",OPPOSE
ocd-contest/e02dc48a-2ed3-4a87-859b-26c90f0539e7,1381803,82,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,454,1380675,"NEWSOM BALLOT MEASURE COMMITTEE; SAFETY FOR ALL, YES ON PROP. 63,",SUPPORT
ocd-contest/e02dc48a-2ed3-4a87-859b-26c90f0539e7,1381803,82,PROPOSITION 063- FIREARMS. AMMUNITION SALES. INTIATIVE STATUTE.,455,1387279,"VETO GUNMAGEDDON, CITIZENS WHO ARE OPPOSED TO PROPOSITION 63, ASSEMBLY BILLS 1135, 1511, 1695, 857 AND SENATE BILLS 880, 1235 AND 1446",OPPOSE
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,456,1381808,"YES ON 64, CALIFORNIANS TO CONTROL, REGULATE AND TAX ADULT USE OF MARIJUANA WHILE PROTECTING CHILDREN, SPONSORED BY BUSINESS, PHYSICIANS, ENVIRONMENTAL AND SOCIAL-JUSTICE ADVOCATE ORGANIZATIONS",SUPPORT
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,457,1382525,NEW APPROACH PAC (MPO),SUPPORT
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,458,1376077,"CALIFORNIANS FOR SENSIBLE REFORM, SPONSORED BY GHOST MANAGEMENT GROUP, LLC DBA WEEDMAPS",SUPPORT
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,459,1382568,"PUBLIC AND MENTAL HEALTH ADVOCATES AGAINST 64, SPONSORED AND MAJOR FUNDING BY SAM ACTION, INC. AND CALIFORNIA PUBLIC SAFETY INSTITUTE",OPPOSE
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,460,1371855,"MARIJUANA POLICY PROJECT OF CALIFORNIA, YES ON 64",SUPPORT
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,461,1343793,"CALIFORNIANS FOR RESPONSIBLE MARIJUANA REFORM, SPONSORED BY DRUG POLICY ACTION, YES ON PROP. 64",SUPPORT
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,462,1386560,ADULT USE CAMPAIGN FOR PROPOSITION 64; THE,SUPPORT
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,463,1387789,"SAM ACTION, INC., A COMMITTEE AGAINST PROPOSITION 64 WITH HELP FROM CITIZENS (NONPROFIT 501 (C)(4))",OPPOSE
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,464,1385506,"DRUG POLICY ACTION - NON PROFIT 501C4, YES ON PROP. 64",SUPPORT
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,465,1385745,FUND FOR POLICY REFORM (NONPROFIT 501(C)(4)),SUPPORT
ocd-contest/232cb72c-1b11-4293-b4e2-a181e80d172e,1381868,83,PROPOSITION 064- MARIJUANA LEGALIZATION. INITIATIVE STATUTE.,466,1390962,MOMS STRONG AGAINST PROP 64,OPPOSE
ocd-contest/cac74f20-f59f-4857-8750-5f832a3549c9,1381520,84,PROPOSITION 065- CARRY-OUT BAGS. CHARGES. INITIATIVE STATUTE.,467,1372902,"AMERICAN PROGRESSIVE BAG ALLIANCE, A PROJECT OF THE SOCIETY OF THE PLASTICS INDUSTRY (NON-PROFIT 501 (C) (6)), YES ON 65 AND NO ON 67",SUPPORT
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,468,1346266,"CALIFORNIANS TO MEND, NOT END, THE DEATH PENALTY. NO ON PROP 62, YES ON PROP 66. SUPPORTED BY PROSECUTORS, LAW ENFORCEMENT, AND FAMILIES OF VICTIMS.",SUPPORT
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,469,1302403,"CALIFORNIA CORRECTIONAL PEACE OFFICERS ASSOCIATION TRUTH IN AMERICAN GOVERNMENT FUND; NO ON PROPOSITION 62, YES ON PROPOSITION 66 (NON-PROFIT 501 (C) 5)",SUPPORT
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,470,1385745,FUND FOR POLICY REFORM (NONPROFIT 501(C)(4)),OPPOSE
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,471,1386494,"PROTEUS ACTION LEAGUE NON-PROFIT 501 (C)(4) ORGANIZATION, OPPOSING MEASURE 66 AND SUPPORTING MEASURES 54 AND 59",OPPOSE
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,472,1380590,"YES ON 62, NO ON 66. REPLACE THE COSTLY, FAILED DEATH PENALTY SYSTEM. SPONSORED BY TAXPAYERS FOR SENTENCING REFORM",OPPOSE
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,473,1391170,"MILLION VOTER PROJECT ACTION FUND - YES ON 55, 56, 57, 58, 62, AND NO ON 66, SPONSORED BY SOCIAL JUSTICE ADVOCATES AND ORGANIZATIONS",OPPOSE
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,474,1317554,"SAN FRANCISCO POLICE OFFICERS ASSOCIATION ISSUES PAC - YES ON 66, NO ON 62",SUPPORT
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,475,1336580,"LOS ANGELES POLICE PROTECTIVE LEAGUE ISSUES PAC - YES ON 66, NO ON 57",SUPPORT
ocd-contest/19eca91d-e494-4ee0-a345-8f96eeec8a3e,1381724,85,PROPOSITION 066- DEATH PENALTY. PROCEDURES. INITIATIVE STATUTE.,476,1383946,"NO ON PROP 66, CALIFORNIANS FOR FAIR JUSTICE, SPONSORED BY SOCIAL JUSTICE ORGANIZATIONS",OPPOSE
ocd-contest/7495cdbe-1aa7-4c26-9a55-aa4130347b95,1372638,86,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,477,1372900,"YES ON 67 - PROTECT THE PLASTIC BAG BAN, SPONSORED BY ENVIRONMENTAL AND OCEAN PROTECTION ORGANIZATIONS, BUSINESSES INCLUDING GROCERS AND REUSABLE BAG MAKERS, AND OTHER NONPROFIT ORGANIZATIONS",SUPPORT
ocd-contest/7495cdbe-1aa7-4c26-9a55-aa4130347b95,1372638,86,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,478,1372902,"AMERICAN PROGRESSIVE BAG ALLIANCE, A PROJECT OF THE SOCIETY OF THE PLASTICS INDUSTRY (NON-PROFIT 501 (C) (6)), YES ON 65 AND NO ON 67",OPPOSE
ocd-contest/7495cdbe-1aa7-4c26-9a55-aa4130347b95,1372638,86,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,479,1329332,"SAVE THE BAG BAN, YES ON 67, SPONSORED BY ENVIRONMENT CALIFORNIA",SUPPORT
ocd-contest/7495cdbe-1aa7-4c26-9a55-aa4130347b95,1372638,86,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,480,1374885,YES ON 67 - CALIFORNIANS AGAINST WASTE - PROTECT THE PLASTIC BAN (NON-PROFIT 501 (C) (4)),SUPPORT
ocd-contest/7495cdbe-1aa7-4c26-9a55-aa4130347b95,1372638,86,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,481,1346973,CALIFORNIA GROCERS ASSOCIATION ISSUES COMMITTEE (NON-PROFIT 501(C) 6): YES ON PROPOSITION 67,SUPPORT
ocd-contest/7495cdbe-1aa7-4c26-9a55-aa4130347b95,1372638,86,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,482,1381938,SAVE THE BAY ACTION FUND PAC - YES ON PROP 67,SUPPORT
ocd-contest/7495cdbe-1aa7-4c26-9a55-aa4130347b95,1372638,86,PROPOSITION 067- REFERENDUM TO OVERTURN BAN ON SINGLE-USE PLASTIC BAGS.,483,1389817,SAVE THE BAY ACTION FUND COMMITTEE TO SUPPORT PROPOSITION 67,SUPPORT
