event_id,aircraft_id,ntsb_make,ntsb_model,ntsb_number,year,date,city,state,country,total_fatalities,in_usa,pilot_total,latimes_make,latimes_model,count,latimes_make_and_model
20070322X00320,1,MCDONNELL DOUGLAS,369FF,CHI07MA083,2007,03/11/07 00:00:00,HAENA,HI,USA,1.0,True,1.0,MCDONNELL DOUGLAS,369,4.0,MCDONNELL DOUGLAS 369
20071231X02014,1,BELL,206L1,DFW08FA053,2007,12/29/07 00:00:00,VENICE,LA,USA,1.0,True,1.0,BELL,206,2.0,BELL 206
20060306X00268,1,SCHWEIZER,269C-1,LAX06LA123,2006,02/25/06 00:00:00,VALENCIA,CA,USA,1.0,True,2.0,SCHWEIZER,269,2.0,SCHWEIZER 269
20120529X90616,1,BELL,206-L4,CEN12FA321,2012,05/28/12 00:00:00,GULF OF MEXICO,,USA,1.0,True,1.0,BELL,206,2.0,BELL 206
20090920X34134,1,ROBINSON HELICOPTER,R22 BETA,WPR09FA459,2009,09/20/09 00:00:00,FOREST GROVE,OR,USA,2.0,True,2.0,ROBINSON,R22,13.0,ROBINSON R22
20080505X00592,1,ROBINSON,R44,DFW08LA122,2008,04/28/08 00:00:00,BARTLETT,TX,USA,1.0,True,1.0,ROBINSON,R44,75.0,ROBINSON R44
20080710X01015,1,SCHWEIZER,269 C-1,LAX08LA213,2008,07/04/08 00:00:00,SUNOL,CA,USA,2.0,True,2.0,SCHWEIZER,269,1.0,SCHWEIZER 269
20150322X92548,1,ROBINSON HELICOPTER COMPANY,R44 II,ERA15FA164,2015,03/22/15 00:00:00,ORLANDO,FL,USA,3.0,True,1.0,ROBINSON,R44,22.0,ROBINSON R44
20160218X71040,1,BELL,206B,WPR16FA072,2016,02/18/16 00:00:00,HONOLULU,HI,USA,1.0,True,1.0,BELL,206,112.0,BELL 206
20100214X92140,1,EUROCOPTER,EC135,WPR10FA133,2010,02/14/10 00:00:00,CAVE CREEK,AZ,USA,5.0,True,1.0,AIRBUS,135,4.0,AIRBUS 135
20060607X00691,1,EUROCOPTER,EC-135P1,NYC06MA131,2006,05/30/06 00:00:00,WASHINGTON,DC,USA,1.0,True,1.0,AIRBUS,135,1.0,AIRBUS 135
20060419X00457,1,ROBINSON,R22 BETA,CHI06FA109,2006,04/13/06 00:00:00,CHELSEA,MI,USA,2.0,True,1.0,ROBINSON,R22,22.0,ROBINSON R22
20141202X73240,1,ROBINSON HELICOPTER COMPANY,R44,WPR15FA051,2014,12/02/14 00:00:00,BOUNTIFUL,UT,USA,2.0,True,1.0,ROBINSON,R44,2.0,ROBINSON R44
20070530X00664,1,EUROCOPTER,AS 350 B3,DFW07GA119,2007,05/22/07 00:00:00,SAN ELIZARIO,TX,USA,1.0,True,1.0,AIRBUS,350,2.0,AIRBUS 350
